date,location,total_cases
19/10/2020,China,85704
19/10/2020,Chile,493305
19/10/2020,Australia,27405
19/10/2020,Egypt,105547
19/10/2020,United Kingdom,741968
19/10/2020,United States,8226793
19/10/2020,Hungary,47768
19/10/2020,Japan,93401
19/10/2020,Greenland,16
19/10/2020,South Africa,705254
19/10/2020,India,7597063
20/10/2020,China,85715
20/10/2020,Chile,494478
20/10/2020,Australia,27443
20/10/2020,Egypt,105705
20/10/2020,United Kingdom,763305
20/10/2020,United States,8289041
20/10/2020,Hungary,48757
20/10/2020,Japan,93882
20/10/2020,Greenland,16
20/10/2020,South Africa,706304
20/10/2020,India,7651107
21/10/2020,China,85729
21/10/2020,Chile,495637
21/10/2020,Australia,27458
21/10/2020,Egypt,105883
21/10/2020,United Kingdom,789997
21/10/2020,United States,8349207
21/10/2020,Hungary,50180
21/10/2020,Japan,94497
21/10/2020,Greenland,16
21/10/2020,South Africa,708359
21/10/2020,India,7706946
22/10/2020,China,85747
22/10/2020,Chile,497131
22/10/2020,Australia,27476
22/10/2020,Egypt,106060
22/10/2020,United Kingdom,811242
22/10/2020,United States,8428823
22/10/2020,Hungary,52212
22/10/2020,Japan,95113
22/10/2020,Greenland,17
22/10/2020,South Africa,710515
22/10/2020,India,7761312
23/10/2020,China,85778
23/10/2020,Chile,498906
23/10/2020,Australia,27495
23/10/2020,Egypt,106230
23/10/2020,United Kingdom,831781
23/10/2020,United States,8510406
23/10/2020,Hungary,54278
23/10/2020,Japan,95858
23/10/2020,Greenland,17
23/10/2020,South Africa,712412
23/10/2020,India,7814682
24/10/2020,China,85793
24/10/2020,Chile,500542
24/10/2020,Australia,27513
24/10/2020,Egypt,106397
24/10/2020,United Kingdom,854802
24/10/2020,United States,8588870
24/10/2020,Hungary,56098
24/10/2020,Japan,96584
24/10/2020,Greenland,17
24/10/2020,South Africa,714246
24/10/2020,India,7864811
25/10/2020,China,85810
25/10/2020,Chile,502063
25/10/2020,Australia,27525
25/10/2020,Egypt,106540
25/10/2020,United Kingdom,874599
25/10/2020,United States,8650160
25/10/2020,Hungary,59247
25/10/2020,Japan,97077
25/10/2020,Greenland,17
25/10/2020,South Africa,715868
25/10/2020,India,7909959
26/10/2020,China,85826
26/10/2020,Chile,503598
26/10/2020,Australia,27539
26/10/2020,Egypt,106707
26/10/2020,United Kingdom,895495
26/10/2020,United States,8714344
26/10/2020,Hungary,61563
26/10/2020,Japan,97487
26/10/2020,Greenland,17
26/10/2020,South Africa,716759
26/10/2020,India,7946429
27/10/2020,China,85868
27/10/2020,Chile,504525
27/10/2020,Australia,27553
27/10/2020,Egypt,106877
27/10/2020,United Kingdom,918386
27/10/2020,United States,8791638
27/10/2020,Hungary,63642
27/10/2020,Japan,98133
27/10/2020,Greenland,17
27/10/2020,South Africa,717851
27/10/2020,India,7990322
28/10/2020,China,85915
28/10/2020,Chile,505530
28/10/2020,Australia,27565
28/10/2020,Egypt,107030
28/10/2020,United Kingdom,943097
28/10/2020,United States,8877664
28/10/2020,Hungary,65933
28/10/2020,Japan,98864
28/10/2020,Greenland,17
28/10/2020,South Africa,719714
28/10/2020,India,8040203
29/10/2020,China,85940
29/10/2020,Chile,507050
29/10/2020,Australia,27579
29/10/2020,Egypt,107209
29/10/2020,United Kingdom,966167
29/10/2020,United States,8968808
29/10/2020,Hungary,68127
29/10/2020,Japan,99672
29/10/2020,Greenland,17
29/10/2020,South Africa,721770
29/10/2020,India,8088851
30/10/2020,China,85973
30/10/2020,Chile,508571
30/10/2020,Australia,27585
30/10/2020,Egypt,107376
30/10/2020,United Kingdom,990577
30/10/2020,United States,9068554
30/10/2020,Hungary,71413
30/10/2020,Japan,100446
30/10/2020,Greenland,17
30/10/2020,South Africa,723682
30/10/2020,India,8137119
31/10/2020,China,85997
31/10/2020,Chile,510256
31/10/2020,Australia,27595
31/10/2020,Egypt,107555
31/10/2020,United Kingdom,1012494
31/10/2020,United States,9156179
31/10/2020,Hungary,75321
31/10/2020,Japan,101323
31/10/2020,Greenland,17
31/10/2020,South Africa,725452
31/10/2020,India,8184082
01/11/2020,China,86021
01/11/2020,Chile,511864
01/11/2020,Australia,27601
01/11/2020,Egypt,107736
01/11/2020,United Kingdom,1035755
01/11/2020,United States,9234168
01/11/2020,Hungary,79199
01/11/2020,Japan,101936
01/11/2020,Greenland,17
01/11/2020,South Africa,726823
01/11/2020,India,8229313
02/11/2020,China,86070
02/11/2020,Chile,513140
02/11/2020,Australia,27610
02/11/2020,Egypt,107925
02/11/2020,United Kingdom,1054715
02/11/2020,United States,9315738
02/11/2020,Hungary,82780
02/11/2020,Japan,102423
02/11/2020,Greenland,17
02/11/2020,South Africa,727595
02/11/2020,India,8267623
03/11/2020,China,86087
03/11/2020,Chile,514202
03/11/2020,Australia,27622
03/11/2020,Egypt,108122
03/11/2020,United Kingdom,1074737
03/11/2020,United States,9440498
03/11/2020,Hungary,86769
03/11/2020,Japan,103288
03/11/2020,Greenland,17
03/11/2020,South Africa,728836
03/11/2020,India,8313876
04/11/2020,China,86115
04/11/2020,Chile,515042
04/11/2020,Australia,27630
04/11/2020,Egypt,108329
04/11/2020,United Kingdom,1099924
04/11/2020,United States,9540303
04/11/2020,Hungary,90988
04/11/2020,Japan,103912
04/11/2020,Greenland,17
04/11/2020,South Africa,730548
04/11/2020,India,8364086
05/11/2020,China,86151
05/11/2020,Chile,516582
05/11/2020,Australia,27644
05/11/2020,Egypt,108530
05/11/2020,United Kingdom,1124076
05/11/2020,United States,9668111
05/11/2020,Hungary,94916
05/11/2020,Japan,104960
05/11/2020,Greenland,17
05/11/2020,South Africa,732414
05/11/2020,India,8411724
06/11/2020,China,86184
06/11/2020,Chile,518390
06/11/2020,Australia,27652
06/11/2020,Egypt,108754
06/11/2020,United Kingdom,1147376
06/11/2020,United States,9795269
06/11/2020,Hungary,99625
06/11/2020,Japan,106103
06/11/2020,Greenland,17
06/11/2020,South Africa,734175
06/11/2020,India,8462080
07/11/2020,China,86212
07/11/2020,Chile,519977
07/11/2020,Australia,27658
07/11/2020,Egypt,108962
07/11/2020,United Kingdom,1172352
07/11/2020,United States,9922817
07/11/2020,Hungary,104943
07/11/2020,Japan,107436
07/11/2020,Greenland,17
07/11/2020,South Africa,735906
07/11/2020,India,8507754
08/11/2020,China,86245
08/11/2020,Chile,521558
08/11/2020,Australia,27665
08/11/2020,Egypt,109201
08/11/2020,United Kingdom,1192940
08/11/2020,United States,10042430
08/11/2020,Hungary,109616
08/11/2020,Japan,108386
08/11/2020,Greenland,17
08/11/2020,South Africa,737278
08/11/2020,India,8553657
09/11/2020,China,86267
09/11/2020,Chile,522879
09/11/2020,Australia,27669
09/11/2020,Egypt,109422
09/11/2020,United Kingdom,1214298
09/11/2020,United States,10159447
09/11/2020,Hungary,114778
09/11/2020,Japan,109166
09/11/2020,Greenland,17
09/11/2020,South Africa,738525
09/11/2020,India,8591730
10/11/2020,China,86284
10/11/2020,Chile,523907
10/11/2020,Australia,27671
10/11/2020,Egypt,109654
10/11/2020,United Kingdom,1234713
10/11/2020,United States,10295747
10/11/2020,Hungary,118918
10/11/2020,Japan,110449
10/11/2020,Greenland,17
10/11/2020,South Africa,740254
10/11/2020,India,8636011
11/11/2020,China,86299
11/11/2020,Chile,524804
11/11/2020,Australia,27675
11/11/2020,Egypt,109881
11/11/2020,United Kingdom,1257678
11/11/2020,United States,10442682
11/11/2020,Hungary,122863
11/11/2020,Japan,111993
11/11/2020,Greenland,17
11/11/2020,South Africa,742394
11/11/2020,India,8683916
12/11/2020,China,86307
12/11/2020,Chile,526438
12/11/2020,Australia,27676
12/11/2020,Egypt,110095
12/11/2020,United Kingdom,1291165
12/11/2020,United States,10601769
12/11/2020,Hungary,126790
12/11/2020,Japan,113652
12/11/2020,Greenland,18
12/11/2020,South Africa,744732
12/11/2020,India,8728795
13/11/2020,China,86325
13/11/2020,Chile,528030
13/11/2020,Australia,27682
13/11/2020,Egypt,110319
13/11/2020,United Kingdom,1318480
13/11/2020,United States,10780489
13/11/2020,Hungary,131887
13/11/2020,Japan,115356
13/11/2020,Greenland,18
13/11/2020,South Africa,746945
13/11/2020,India,8773479
14/11/2020,China,86338
14/11/2020,Chile,529676
14/11/2020,Australia,27711
14/11/2020,Egypt,110547
14/11/2020,United Kingdom,1345357
14/11/2020,United States,10945929
14/11/2020,Hungary,136723
14/11/2020,Japan,117091
14/11/2020,Greenland,18
14/11/2020,South Africa,749182
14/11/2020,India,8814579
15/11/2020,China,86346
15/11/2020,Chile,531273
15/11/2020,Australia,27749
15/11/2020,Egypt,110767
15/11/2020,United Kingdom,1370332
15/11/2020,United States,11085476
15/11/2020,Hungary,140961
15/11/2020,Japan,118530
15/11/2020,Greenland,18
15/11/2020,South Africa,751024
15/11/2020,India,8845127
16/11/2020,China,86360
16/11/2020,Chile,532604
16/11/2020,Australia,27758
16/11/2020,Egypt,111009
16/11/2020,United Kingdom,1391709
16/11/2020,United States,11238497
16/11/2020,Hungary,147456
16/11/2020,Japan,119480
16/11/2020,Greenland,18
16/11/2020,South Africa,752269
16/11/2020,India,8874290
17/11/2020,China,86369
17/11/2020,Chile,533610
17/11/2020,Australia,27777
17/11/2020,Egypt,111284
17/11/2020,United Kingdom,1411771
17/11/2020,United States,11402754
17/11/2020,Hungary,152659
17/11/2020,Japan,121180
17/11/2020,Greenland,18
17/11/2020,South Africa,754256
17/11/2020,India,8912907
18/11/2020,China,86381
18/11/2020,Chile,534558
18/11/2020,Australia,27785
18/11/2020,Egypt,111613
18/11/2020,United Kingdom,1431389
18/11/2020,United States,11574500
18/11/2020,Hungary,156949
18/11/2020,Japan,123374
18/11/2020,Greenland,18
18/11/2020,South Africa,757144
18/11/2020,India,8958483
19/11/2020,China,86398
19/11/2020,Chile,536012
19/11/2020,Australia,27792
19/11/2020,Egypt,111955
19/11/2020,United Kingdom,1454311
19/11/2020,United States,11766704
19/11/2020,Hungary,161461
19/11/2020,Japan,125759
19/11/2020,Greenland,18
19/11/2020,South Africa,759658
19/11/2020,India,9004365
20/11/2020,China,86414
20/11/2020,Chile,537585
20/11/2020,Australia,27806
20/11/2020,Egypt,112318
20/11/2020,United Kingdom,1474574
20/11/2020,United States,11968222
20/11/2020,Hungary,165901
20/11/2020,Japan,128180
20/11/2020,Greenland,18
20/11/2020,South Africa,762763
20/11/2020,India,9050597
21/11/2020,China,86431
21/11/2020,Chile,539143
21/11/2020,Australia,27821
21/11/2020,Egypt,112676
21/11/2020,United Kingdom,1494464
21/11/2020,United States,12148438
21/11/2020,Hungary,170298
21/11/2020,Japan,130772
21/11/2020,Greenland,18
21/11/2020,South Africa,765409
21/11/2020,India,9095806
22/11/2020,China,86442
22/11/2020,Chile,540640
22/11/2020,Australia,27834
22/11/2020,Egypt,113027
22/11/2020,United Kingdom,1513139
22/11/2020,United States,12295409
22/11/2020,Hungary,174618
22/11/2020,Japan,132931
22/11/2020,Greenland,18
22/11/2020,South Africa,767679
22/11/2020,India,9139865
23/11/2020,China,86464
23/11/2020,Chile,542080
23/11/2020,Australia,27843
23/11/2020,Egypt,113381
23/11/2020,United Kingdom,1528597
23/11/2020,United States,12476644
23/11/2020,Hungary,177952
23/11/2020,Japan,134449
23/11/2020,Greenland,18
23/11/2020,South Africa,769759
23/11/2020,India,9177840
24/11/2020,China,86469
24/11/2020,Chile,543087
24/11/2020,Australia,27853
24/11/2020,Egypt,113742
24/11/2020,United Kingdom,1539903
24/11/2020,United States,12649961
24/11/2020,Hungary,181881
24/11/2020,Japan,135678
24/11/2020,Greenland,18
24/11/2020,South Africa,772252
24/11/2020,India,9222216
25/11/2020,China,86490
25/11/2020,Chile,544092
25/11/2020,Australia,27865
25/11/2020,Egypt,114107
25/11/2020,United Kingdom,1558125
25/11/2020,United States,12830293
25/11/2020,Hungary,185687
25/11/2020,Japan,137620
25/11/2020,Greenland,18
25/11/2020,South Africa,775502
25/11/2020,India,9266705
26/11/2020,China,86495
26/11/2020,Chile,545662
26/11/2020,Australia,27873
26/11/2020,Egypt,114475
26/11/2020,United Kingdom,1575687
26/11/2020,United States,12947727
26/11/2020,Hungary,192047
26/11/2020,Japan,140120
26/11/2020,Greenland,18
26/11/2020,South Africa,778571
26/11/2020,India,9309787
27/11/2020,China,86501
27/11/2020,Chile,547243
27/11/2020,Australia,27886
27/11/2020,Egypt,114832
27/11/2020,United Kingdom,1590460
27/11/2020,United States,13162358
27/11/2020,Hungary,198440
27/11/2020,Japan,142651
27/11/2020,Greenland,18
27/11/2020,South Africa,781941
27/11/2020,India,9351109
28/11/2020,China,86512
28/11/2020,Chile,548941
28/11/2020,Australia,27892
28/11/2020,Egypt,115183
28/11/2020,United Kingdom,1606356
28/11/2020,United States,13330570
28/11/2020,Hungary,204708
28/11/2020,Japan,145326
28/11/2020,Greenland,18
28/11/2020,South Africa,785139
28/11/2020,India,9392919
29/11/2020,China,86530
29/11/2020,Chile,550430
29/11/2020,Australia,27902
29/11/2020,Egypt,115541
29/11/2020,United Kingdom,1618541
29/11/2020,United States,13470988
29/11/2020,Hungary,211527
29/11/2020,Japan,147388
29/11/2020,Greenland,18
29/11/2020,South Africa,787702
29/11/2020,India,9431691
30/11/2020,China,86542
30/11/2020,Chile,551743
30/11/2020,Australia,27912
30/11/2020,Egypt,115911
30/11/2020,United Kingdom,1630899
30/11/2020,United States,13626324
30/11/2020,Hungary,217122
30/11/2020,Japan,148824
30/11/2020,Greenland,18
30/11/2020,South Africa,790004
30/11/2020,India,9462809
01/12/2020,China,86551
01/12/2020,Chile,552864
01/12/2020,Australia,27923
01/12/2020,Egypt,116303
01/12/2020,United Kingdom,1644359
01/12/2020,United States,13823237
01/12/2020,Hungary,221073
01/12/2020,Japan,150857
01/12/2020,Greenland,18
01/12/2020,South Africa,792299
01/12/2020,India,9499413
02/12/2020,China,86568
02/12/2020,Chile,553898
02/12/2020,Australia,27939
02/12/2020,Egypt,116724
02/12/2020,United Kingdom,1660556
02/12/2020,United States,14018737
02/12/2020,Hungary,225209
02/12/2020,Japan,153289
02/12/2020,Greenland,18
02/12/2020,South Africa,796472
02/12/2020,India,9534964
03/12/2020,China,86586
03/12/2020,Chile,555406
03/12/2020,Australia,27949
03/12/2020,Egypt,117156
03/12/2020,United Kingdom,1675469
03/12/2020,United States,14239140
03/12/2020,Hungary,231844
03/12/2020,Japan,155806
03/12/2020,Greenland,18
03/12/2020,South Africa,800872
03/12/2020,India,9571559
04/12/2020,China,86601
04/12/2020,Chile,557135
04/12/2020,Australia,27956
04/12/2020,Egypt,117583
04/12/2020,United Kingdom,1691834
04/12/2020,United States,14474790
04/12/2020,Hungary,238056
04/12/2020,Japan,158258
04/12/2020,Greenland,18
04/12/2020,South Africa,805804
04/12/2020,India,9608211
05/12/2020,China,86619
05/12/2020,Chile,558668
05/12/2020,Australia,27965
05/12/2020,Egypt,118014
05/12/2020,United Kingdom,1707433
05/12/2020,United States,14696867
05/12/2020,Hungary,243581
05/12/2020,Japan,160766
05/12/2020,Greenland,18
05/12/2020,South Africa,810449
05/12/2020,India,9644222
06/12/2020,China,86634
06/12/2020,Chile,560382
06/12/2020,Australia,27972
06/12/2020,Egypt,118432
06/12/2020,United Kingdom,1724772
06/12/2020,United States,14876105
06/12/2020,Hungary,250278
06/12/2020,Japan,162804
06/12/2020,Greenland,18
06/12/2020,South Africa,814565
06/12/2020,India,9677203
07/12/2020,China,86649
07/12/2020,Chile,562142
07/12/2020,Australia,27987
07/12/2020,Egypt,118847
07/12/2020,United Kingdom,1739513
07/12/2020,United States,15071633
07/12/2020,Hungary,254148
07/12/2020,Japan,164335
07/12/2020,Greenland,18
07/12/2020,South Africa,817878
07/12/2020,India,9703770
08/12/2020,China,86661
08/12/2020,Chile,563534
08/12/2020,Australia,27993
08/12/2020,Egypt,119281
08/12/2020,United Kingdom,1751896
08/12/2020,United States,15298176
08/12/2020,Hungary,256367
08/12/2020,Japan,166511
08/12/2020,Greenland,19
08/12/2020,South Africa,821889
08/12/2020,India,9735850
09/12/2020,China,86673
09/12/2020,Chile,564778
09/12/2020,Australia,28000
09/12/2020,Egypt,119702
09/12/2020,United Kingdom,1768501
09/12/2020,United States,15516357
09/12/2020,Hungary,259588
09/12/2020,Japan,169321
09/12/2020,Greenland,19
09/12/2020,South Africa,828598
09/12/2020,India,9767371
10/12/2020,China,86688
10/12/2020,Chile,566440
10/12/2020,Australia,28011
10/12/2020,Egypt,120147
10/12/2020,United Kingdom,1789535
10/12/2020,United States,15753334
10/12/2020,Hungary,265003
10/12/2020,Japan,172290
10/12/2020,Greenland,19
10/12/2020,South Africa,836764
10/12/2020,India,9796744
11/12/2020,China,86701
11/12/2020,Chile,567974
11/12/2020,Australia,28025
11/12/2020,Egypt,120611
11/12/2020,United Kingdom,1811264
11/12/2020,United States,15992515
11/12/2020,Hungary,271200
11/12/2020,Japan,175085
11/12/2020,Greenland,19
11/12/2020,South Africa,845083
11/12/2020,India,9826775
12/12/2020,China,86725
12/12/2020,Chile,569781
12/12/2020,Australia,28030
12/12/2020,Egypt,121089
12/12/2020,United Kingdom,1832807
12/12/2020,United States,16217147
12/12/2020,Hungary,276247
12/12/2020,Japan,178122
12/12/2020,Greenland,19
12/12/2020,South Africa,852965
12/12/2020,India,9857029
13/12/2020,China,86741
13/12/2020,Chile,571919
13/12/2020,Australia,28037
13/12/2020,Egypt,121575
13/12/2020,United Kingdom,1851331
13/12/2020,United States,16408811
13/12/2020,Hungary,280400
13/12/2020,Japan,180505
13/12/2020,Greenland,19
13/12/2020,South Africa,860964
13/12/2020,India,9884100
14/12/2020,China,86758
14/12/2020,Chile,573830
14/12/2020,Australia,28048
14/12/2020,Egypt,122086
14/12/2020,United Kingdom,1871653
14/12/2020,United States,16618415
14/12/2020,Hungary,283870
14/12/2020,Japan,182186
14/12/2020,Greenland,19
14/12/2020,South Africa,866127
14/12/2020,India,9906165
15/12/2020,China,86770
15/12/2020,Chile,575329
15/12/2020,Australia,28060
15/12/2020,Egypt,122609
15/12/2020,United Kingdom,1890192
15/12/2020,United States,16845137
15/12/2020,Hungary,285763
15/12/2020,Japan,184612
15/12/2020,Greenland,19
15/12/2020,South Africa,873679
15/12/2020,India,9932547
16/12/2020,China,86777
16/12/2020,Chile,576731
16/12/2020,Australia,28072
16/12/2020,Egypt,123153
16/12/2020,United Kingdom,1915415
16/12/2020,United States,17079807
16/12/2020,Hungary,288567
16/12/2020,Japan,187608
16/12/2020,Greenland,19
16/12/2020,South Africa,883687
16/12/2020,India,9956557
17/12/2020,China,86789
17/12/2020,Chile,578732
17/12/2020,Australia,28093
